OBJECTID,ROADPREMOD,ROADPREDIR,ROADNAME,ROADTYPE,ROADPOSTDIR,ROADPOSTMOD,FULLNAME,ALTROADNAME,MSAGNAME,MUNICIPALITY,STATUS,LASTUPDATE,LASTEDITOR,ROADPRETYPE,FULLNAMECASS,CapCASSStName,JoinID
873606,,,Loyola,Ave,,,Loyola Avenue,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Loyola Ave,LOYOLA AVE,1192
873607,,,Lucerne,St,,,Lucerne Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Lucerne St,LUCERNE ST,1193
873608,,,Lucrino,Rd,,,Lucrino Road,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Lucrino Rd,LUCRINO RD,1194
873609,,,Luna,St,,,Luna Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Luna St,LUNA ST,1195
873610,,,Lurline,St,,,Lurline Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Lurline St,LURLINE ST,1196
873611,,,Lynhuber,Dr,,,Lynhuber Drive,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Lynhuber Dr,LYNHUBER DR,1197
873612,,,Lyons,St,,,Lyons Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Lyons St,LYONS ST,1198
873613,,,MacArthur,Blvd,,,MacArthur Boulevard,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,MacArthur Blvd,MACARTHUR BLVD,1199
873614,,,Mackenzie,St,,,Mackenzie Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Mackenzie St,MACKENZIE ST,1200
873615,,,Madison,St,,,Madison Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Madison St,MADISON ST,1201
873616,,,Madrid,Ct,,,Madrid Court,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Madrid Ct,MADRID CT,1202
873617,,,Madrid,St,,,Madrid Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Madrid St,MADRID ST,1203
873618,,N,Maestri,Pl,,,North Maestri Place,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,N Maestri Pl,N MAESTRI PL,1204
873619,,S,Maestri,Pl,,,South Maestri Place,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,S Maestri Pl,S MAESTRI PL,1205
873620,,,Magazine,St,,,Magazine Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Magazine St,MAGAZINE ST,1206
873621,,,Magellan,St,,,Magellan Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Magellan St,MAGELLAN ST,1207
873622,,,Magic,St,,,Magic Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Magic St,MAGIC ST,1208
873623,,,Magic,Walk,,,Magic Walk,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Magic Walk,MAGIC WALK,1209
873624,,,Magnolia,St,,,Magnolia Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Magnolia St,MAGNOLIA ST,1210
873625,,,Maid Marion,Dr,,,Maid Marion Drive,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Maid Marion Dr,MAID MARION DR,1211
873626,,,Maine,St,,,Maine Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Maine St,MAINE ST,1212
873627,,,Majestic,Pl,,,Majestic Place,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Majestic Pl,MAJESTIC PL,1213
873628,,,Majestic Oaks,Dr,,,Majestic Oaks Drive,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Majestic Oaks Dr,MAJESTIC OAKS DR,1214
873629,,,Major,Dr,,,Major Drive,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Major Dr,MAJOR DR,1215
873630,,,Malvern,Dr,,,Malvern Drive,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Malvern Dr,MALVERN DR,1216
873631,,,Manassas,Pl,,,Manassas Place,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Manassas Pl,MANASSAS PL,1217
873632,,,Manchester,St,,,Manchester Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Manchester St,MANCHESTER ST,1218
873633,,,Mandeville,St,,,Mandeville Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Mandeville St,MANDEVILLE ST,1219
873634,,,Mandolin,St,,,Mandolin Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Mandolin St,MANDOLIN ST,1220
873635,,,Mansfield,Ave,,,Mansfield Avenue,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Mansfield Ave,MANSFIELD AVE,1221
873636,,,Maple,St,,,Maple Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Maple St,MAPLE ST,1222
873637,,,Maple Leaf,Dr,,,Maple Leaf Drive,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Maple Leaf Dr,MAPLE LEAF DR,1223
873638,,,Maple Ridge,Dr,,,Maple Ridge Drive,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Maple Ridge Dr,MAPLE RIDGE DR,1224
873639,,,Maple Wood,Dr,,,Maple Wood Drive,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Maple Wood Dr,MAPLE WOOD DR,1225
873640,,,Marais,St,,,Marais Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Marais St,MARAIS ST,1226
873641,,E,Marchand,Dr,,,East Marchand Drive,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,E Marchand Dr,E MARCHAND DR,1227
873642,,,Marcia,Ave,,,Marcia Avenue,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Marcia Ave,MARCIA AVE,1228
873643,,,Marconi,Dr,,,Marconi Drive,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Marconi Dr,MARCONI DR,1229
873644,,,Marcus Christian,Cir,,,Marcus Christian Circle,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Marcus Christian Cir,MARCUS CHRISTIAN CIR,1230
873645,,,Mardi Gras,Blvd,,,Mardi Gras Boulevard,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Mardi Gras Blvd,MARDI GRAS BLVD,1231
873646,,,Marengo,St,,,Marengo Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Marengo St,MARENGO ST,1232
873647,,,Margaret,Pl,,,Margaret Place,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Margaret Pl,MARGARET PL,1233
873648,,,Marguerite,St,,,Marguerite Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Marguerite St,MARGUERITE ST,1234
873649,,,Marie,St,,,Marie Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Marie St,MARIE ST,1235
873650,,,Marigny,St,,,Marigny Street,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Marigny St,MARIGNY ST,1236
873651,,,Marigold,Ln,,,Marigold Lane,,,Orleans,Current,2015/02/23 13:50:36+00,CITYOFNO\cmard,,Marigold Ln,MARIGOLD LN,1237
873652,,,Mariners,Cv,E,,Mariners Cove East,,,Orleans,Current,2015/02/23 13:50:38+00,CITYOFNO\cmard,,Mariners Cv E,MARINERS CV E,1238
873653,,,Mariners,Cv,W,,Mariners Cove West,,,Orleans,Current,2015/02/23 13:50:40+00,CITYOFNO\cmard,,Mariners Cv W,MARINERS CV W,1239
873654,,,Mariners,Cv,N,,Mariners Cove North,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Mariners Cv N,MARINERS CV N,1240
873655,,,Marjorie,Ln,,,Marjorie Lane,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Marjorie Ln,MARJORIE LN,1241
873656,,,Mark Twain,Dr,,,Mark Twain Drive,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Mark Twain Dr,MARK TWAIN DR,1242
873657,,,Market,St,,,Market Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Market St,MARKET ST,1243
873658,,,Marks,St,,,Marks Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Marks St,MARKS ST,1244
873659,,,Marlborough Gate,Pl,,,Marlborough Gate Place,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Marlborough Gate Pl,MARLBOROUGH GATE PL,1245
873660,,,Marque,Dr,,,Marque Drive,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Marque Dr,MARQUE DR,1246
873661,,,Marque,St,,,Marque Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Marque St,MARQUE ST,1247
873662,,,Marquette,Pl,,,Marquette Place,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Marquette Pl,MARQUETTE PL,1248
873663,,,Marquis,St,,,Marquis Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Marquis St,MARQUIS ST,1249
873664,,,Marr,Ave,,,Marr Avenue,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Marr Ave,MARR AVE,1250
873665,,,Mars,Pl,,,Mars Place,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Mars Pl,MARS PL,1251
873666,,,Marseille,St,,,Marseille Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Marseille St,MARSEILLE ST,1252
873667,,,Marshal Foch,St,,,Marshal Foch Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Marshal Foch St,MARSHAL FOCH ST,1253
873668,,,Martin,Dr,,,Martin Drive,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Martin Dr,MARTIN DR,1254
873669,,,"Martin Luther King, Jr.",Blvd,,,"Martin Luther King, Jr. Boulevard",MLK Boulevard,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,"Martin Luther King, Jr. Blvd","MARTIN LUTHER KING, JR. BLVD",1255
873670,,,Martinique,Aly,,,Martinique Alley,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Martinique Aly,MARTINIQUE ALY,1256
873671,,,Mary Jane,Ln,,,Mary Jane Lane,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Mary Jane Ln,MARY JANE LN,1257
873672,,,Maryland,Dr,,,Maryland Drive,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Maryland Dr,MARYLAND DR,1258
873673,,,Marywood,Ct,,,Marywood Court,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Marywood Ct,MARYWOOD CT,1259
873674,,,Masefield,St,,,Masefield Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Masefield St,MASEFIELD ST,1260
873675,,,Maumus,Ave,,,Maumus Avenue,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Maumus Ave,MAUMUS AVE,1261
873676,,,Maura,Pl,,,Maura Place,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Maura Pl,MAURA PL,1262
873677,,,Maurepas,St,,,Maurepas Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Maurepas St,MAUREPAS ST,1263
873678,,,Maxine,Dr,,,Maxine Drive,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Maxine Dr,MAXINE DR,1264
873679,,,Mayo,Blvd,,,Mayo Boulevard,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Mayo Blvd,MAYO BLVD,1265
873680,,,Mazant,St,,,Mazant Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Mazant St,MAZANT ST,1266
873681,,,Janet Yulman,Way,,,Janet Yulman Way,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Janet Yulman Way,JANET YULMAN WAY,1267
873682,,,McAlister,Pl,,,McAlister Place,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,McAlister Pl,MCALISTER PL,1268
873683,,,McFarland,St,,,McFarland Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,McFarland St,MCFARLAND ST,1269
873684,,,McKain,St,,,McKain Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,McKain St,MCKAIN ST,1270
873685,,,McKendall,Pl,,,McKendall Place,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,McKendall Pl,MCKENDALL PL,1271
873686,,,McKenna,St,,,McKenna Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,McKenna St,MCKENNA ST,1272
873687,,,McRaven,Ct,,,McRaven Court,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,McRaven Ct,MCRAVEN CT,1273
873688,,,Meadow Park,Ln,,,Meadow Park Lane,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Meadow Park Ln,MEADOW PARK LN,1275
873689,,,Meadowbank,Dr,,,Meadowbank Drive,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Meadowbank Dr,MEADOWBANK DR,1276
873690,,,Means,Ave,,,Means Avenue,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Means Ave,MEANS AVE,1277
873691,,,Mediamolle,Dr,,,Mediamolle Drive,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Mediamolle Dr,MEDIAMOLLE DR,1278
873692,,,Medlock,St,,,Medlock Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Medlock St,MEDLOCK ST,1279
873693,,,Melodia,Ct,,,Melodia Court,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Melodia Ct,MELODIA CT,1280
873694,,,Melpomene,St,,,Melpomene Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Melpomene St,MELPOMENE ST,1281
873695,,,Melrose,St,,,Melrose Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Melrose St,MELROSE ST,1282
873696,,,Melvin,Pl,,,Melvin Place,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Melvin Pl,MELVIN PL,1283
873697,,,Memorial Park,Dr,,,Memorial Park Drive,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Memorial Park Dr,MEMORIAL PARK DR,1284
873698,,,Memphis,St,,,Memphis Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Memphis St,MEMPHIS ST,1285
873699,,,Mendez,Dr,,,Mendez Drive,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Mendez Dr,MENDEZ DR,1286
873700,,,Mendez,St,,,Mendez Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Mendez St,MENDEZ ST,1287
873701,,,Mercedes,Blvd,,,Mercedes Boulevard,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Mercedes Blvd,MERCEDES BLVD,1288
873702,,,Mercier,St,,,Mercier Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Mercier St,MERCIER ST,1289
873703,,,Merrill,St,,,Merrill Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Merrill St,MERRILL ST,1290
873704,,,Metairie,Rd,,,Metairie Road,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Metairie Rd,METAIRIE RD,1291
873705,,,Metropolitan,Dr,,,Metropolitan Drive,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Metropolitan Dr,METROPOLITAN DR,1292
873706,,,Metropolitan,St,,,Metropolitan Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Metropolitan St,METROPOLITAN ST,1293
873707,,,Mexico,St,,,Mexico Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Mexico St,MEXICO ST,1294
873708,,,Meyn,St,,,Meyn Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Meyn St,MEYN ST,1295
873709,,,Michael,St,,,Michael Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Michael St,MICHAEL ST,1296
873710,,,McShane,Pl,,,McShane Place,,,Orleans,Retired,2015/02/23 13:50:42+00,CITYOFNO\cmard,,McShane Pl,MCSHANE PL,1274
873711,,,Slidell,St,,,Slidell Street,,,Orleans,Retired,2015/02/23 13:51:07+00,CITYOFNO\cmard,,Slidell St,SLIDELL ST,1953
873712,,,Michigan,St,,,Michigan Street,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Michigan St,MICHIGAN ST,1297
873713,,,Michoud,Blvd,,,Michoud Boulevard,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Michoud Blvd,MICHOUD BLVD,1298
873714,,,Middle,Rd,,,Middle Road,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Middle Rd,MIDDLE RD,1299
873715,,,Middle Park,Pl,,,Middle Park Place,,,Orleans,Current,2015/02/23 13:50:42+00,CITYOFNO\cmard,,Middle Park Pl,MIDDLE PARK PL,1300
873716,,,Middleboro,Rd,,,Middleboro Road,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Middleboro Rd,MIDDLEBORO RD,1301
873717,,,Midlothian,St,,,Midlothian Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Midlothian St,MIDLOTHIAN ST,1302
873718,,,Midpoint,Dr,,,Midpoint Drive,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Midpoint Dr,MIDPOINT DR,1303
873719,,,Milan,St,,,Milan Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Milan St,MILAN ST,1304
873720,,,Miles,Dr,,,Miles Drive,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Miles Dr,MILES DR,1305
873721,,,Mill,St,,,Mill Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Mill St,MILL ST,1306
873722,,,Millaudon,St,,,Millaudon Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Millaudon St,MILLAUDON ST,1307
873723,,,Milne,Blvd,,,Milne Boulevard,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Milne Blvd,MILNE BLVD,1308
873724,,,Milne,Rd,,,Milne Road,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Milne Rd,MILNE RD,1309
873725,,,Milne,St,,,Milne Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Milne St,MILNE ST,1310
873726,,,Milton,St,,,Milton Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Milton St,MILTON ST,1311
873727,,,Mimosa,Ct,,,Mimosa Court,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Mimosa Ct,MIMOSA CT,1312
873728,,,Mimosa,Dr,,,Mimosa Drive,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Mimosa Dr,MIMOSA DR,1313
873729,,,Mirabeau,Ave,,,Mirabeau Avenue,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Mirabeau Ave,MIRABEAU AVE,1314
873730,,N,Miro,St,,,North Miro Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,N Miro St,N MIRO ST,1315
873731,,S,Miro,St,,,South Miro Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,S Miro St,S MIRO ST,1316
873732,,,Mistletoe,St,,,Mistletoe Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Mistletoe St,MISTLETOE ST,1317
873733,,,Mithra,St,,,Mithra Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Mithra St,MITHRA ST,1318
873734,,,Mobile,St,,,Mobile Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Mobile St,MOBILE ST,1319
873735,,,Momus,Ct,,,Momus Court,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Momus Ct,MOMUS CT,1320
873736,,,Monplaiser,Pl,,,Monplaiser Place,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Monplaiser Pl,MONPLAISER PL,1321
873737,,,Monroe,Ct,,,Monroe Court,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Monroe Ct,MONROE CT,1322
873738,,,Monroe,St,,,Monroe Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Monroe St,MONROE ST,1323
873739,,,Montegut,Dr,,,Montegut Drive,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Montegut Dr,MONTEGUT DR,1324
873740,,,Montegut,St,,,Montegut Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Montegut St,MONTEGUT ST,1325
873741,,,Monterrey,St,,,Monterrey Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Monterrey St,MONTERREY ST,1326
873742,,,Monticello,Ave,,,Monticello Avenue,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Monticello Ave,MONTICELLO AVE,1327
873743,,,Monticello,St,,,Monticello Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Monticello St,MONTICELLO ST,1328
873744,,,Montpelier,St,,,Montpelier Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Montpelier St,MONTPELIER ST,1329
873745,,,Montreal,St,,,Montreal Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Montreal St,MONTREAL ST,1330
873746,,,Moore,Dr,,,Moore Drive,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Moore Dr,MOORE DR,1331
873747,,,Moqueur,Ln,,,Moqueur Lane,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Moqueur Ln,MOQUEUR LN,1332
873748,,,Morel,St,,,Morel Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Morel St,MOREL ST,1333
873749,,,Morgan,St,,,Morgan Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Morgan St,MORGAN ST,1334
873750,,,Morrice Duncan,Dr,,,Morrice Duncan Drive,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Morrice Duncan Dr,MORRICE DUNCAN DR,1335
873751,,,Morrison,Ct,,,Morrison Court,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Morrison Ct,MORRISON CT,1336
873752,,,Morrison,Rd,,,Morrison Road,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Morrison Rd,MORRISON RD,1337
873753,,,Moss,St,,,Moss Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Moss St,MOSS ST,1338
873754,,,Mound,Ave,,,Mound Avenue,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Mound Ave,MOUND AVE,1339
873755,,,Mouton,St,,,Mouton Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Mouton St,MOUTON ST,1340
873756,,,Moweaner White Mauldin,St,,,Moweaner White Mauldin Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Moweaner White Mauldin St,MOWEANER WHITE MAULDIN ST,1341
873757,,E,Muirfield,Cir,,,East Muirfield Circle,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,E Muirfield Cir,E MUIRFIELD CIR,1342
873758,,,Muirfield,Dr,,,Muirfield Drive,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Muirfield Dr,MUIRFIELD DR,1343
873759,,,Muirfield,Pl,,,Muirfield Place,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Muirfield Pl,MUIRFIELD PL,1344
873760,,,Mullet,St,,,Mullet Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Mullet St,MULLET ST,1345
873761,,,Murano,Rd,,,Murano Road,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Murano Rd,MURANO RD,1346
873762,,N,Murat,St,,,North Murat Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,N Murat St,N MURAT ST,1347
873763,,S,Murat,St,,,South Murat Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,S Murat St,S MURAT ST,1348
873764,,,Murl,St,,,Murl Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Murl St,MURL ST,1349
873765,,,Music,St,,,Music Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Music St,MUSIC ST,1350
873766,,,Myrtle,St,,,Myrtle Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Myrtle St,MYRTLE ST,1351
873767,,,Mystery,St,,,Mystery Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Mystery St,MYSTERY ST,1352
873768,,,My-Viet,Dr,,,My-Viet Drive,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,My-Viet Dr,MY-VIET DR,1353
873769,,,Naples,St,,,Naples Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Naples St,NAPLES ST,1354
873770,,,Napoleon,Ave,,,Napoleon Avenue,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Napoleon Ave,NAPOLEON AVE,1355
873771,,,Nashville,Ave,,,Nashville Avenue,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Nashville Ave,NASHVILLE AVE,1356
873772,,,Nasturtium,Ln,,,Nasturtium Lane,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Nasturtium Ln,NASTURTIUM LN,1357
873773,,,Natalie,Ln,,,Natalie Lane,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Natalie Ln,NATALIE LN,1358
873774,,,Natchez,St,,,Natchez Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Natchez St,NATCHEZ ST,1359
